Id,y
1.000000000000000000e+04,-6.600242349023135091e+01
1.000100000000000000e+04,4.514065044011549617e+02
1.000200000000000000e+04,-4.616764170602991726e+02
1.000300000000000000e+04,4.050120875372308404e+01
1.000400000000000000e+04,-1.267447224540369461e+02
1.000500000000000000e+04,-3.425345518192510212e+02
1.000600000000000000e+04,-3.965555421135891834e+02
1.000700000000000000e+04,3.355412790790874169e+02
1.000800000000000000e+04,-9.951242087062348673e+01
1.000900000000000000e+04,3.048125398062759359e+02
1.001000000000000000e+04,6.889453048978543848e+01
1.001100000000000000e+04,4.123691954559070609e+02
1.001200000000000000e+04,5.494237102476804324e+01
1.001300000000000000e+04,-1.700555075477977951e+01
1.001400000000000000e+04,-5.978499575722611326e+02
1.001500000000000000e+04,4.435022887864149084e+02
1.001600000000000000e+04,1.447744869780435124e+02
1.001700000000000000e+04,-5.741116367253651021e+01
1.001800000000000000e+04,1.343878275774605413e+02
1.001900000000000000e+04,-1.089837759891086506e+02
1.002000000000000000e+04,1.538248284250669542e+02
1.002100000000000000e+04,6.117359836022022819e+02
1.002200000000000000e+04,5.883896503384219159e+02
1.002300000000000000e+04,-1.310167999580198170e+02
1.002400000000000000e+04,-6.113562114122951385e+01
1.002500000000000000e+04,-3.742484953169726509e+02
1.002600000000000000e+04,7.415799307965406229e+01
1.002700000000000000e+04,1.374383787361043971e+02
1.002800000000000000e+04,4.200866117967904643e+02
1.002900000000000000e+04,1.967656257134427449e+02
1.003000000000000000e+04,2.684428498005316328e+02
1.003100000000000000e+04,6.384749102511088950e+02
1.003200000000000000e+04,1.273787313869197106e+02
1.003300000000000000e+04,1.349118758399964646e+00
1.003400000000000000e+04,2.271045317740798808e+01
1.003500000000000000e+04,3.422395345225646679e+02
1.003600000000000000e+04,3.077039669741719194e+02
1.003700000000000000e+04,3.481382087009397992e+02
1.003800000000000000e+04,-1.686528613073542999e+02
1.003900000000000000e+04,-2.022113090461722607e+01
1.004000000000000000e+04,-5.517499275731114494e+02
1.004100000000000000e+04,-4.299718040667401624e+02
1.004200000000000000e+04,2.618919587067439920e+02
1.004300000000000000e+04,3.898204261292212891e+02
1.004400000000000000e+04,-9.616562227356553194e+01
1.004500000000000000e+04,-2.107108012563241459e+02
1.004600000000000000e+04,2.788818687840112034e+02
1.004700000000000000e+04,-4.274533010310491363e+02
1.004800000000000000e+04,-1.729032529175671584e+02
1.004900000000000000e+04,4.672643783557858228e+02
1.005000000000000000e+04,-6.315587355874388322e+02
1.005100000000000000e+04,-3.555316593381785424e+02
1.005200000000000000e+04,1.431732755386038320e+02
1.005300000000000000e+04,6.919920259894209380e+01
1.005400000000000000e+04,2.755882739767254179e+02
1.005500000000000000e+04,-2.631886122041023555e+02
1.005600000000000000e+04,1.674983072324125430e+02
1.005700000000000000e+04,1.045778958901425710e+02
1.005800000000000000e+04,2.300700866100754922e+02
1.005900000000000000e+04,2.098802664457650735e+01
1.006000000000000000e+04,-4.822581262501603128e+00
1.006100000000000000e+04,-2.019229408106373285e+02
1.006200000000000000e+04,5.600639265657699752e+02
1.006300000000000000e+04,5.528847625244902986e+01
1.006400000000000000e+04,6.713015746918347304e+02
1.006500000000000000e+04,-4.937487382852285123e+02
1.006600000000000000e+04,-2.793530367325920452e+02
1.006700000000000000e+04,-5.371252761314799784e+01
1.006800000000000000e+04,3.796981955009754301e+02
1.006900000000000000e+04,3.150714108579815047e+02
1.007000000000000000e+04,1.691300173261431041e+02
1.007100000000000000e+04,-2.715993032690113864e+02
1.007200000000000000e+04,7.838022226750341588e+02
1.007300000000000000e+04,4.457731151554849447e+01
1.007400000000000000e+04,5.740678005457740340e+01
1.007500000000000000e+04,-1.610782741430679721e+02
1.007600000000000000e+04,-2.206695784788573746e+02
1.007700000000000000e+04,2.232412944292917132e+02
1.007800000000000000e+04,3.526655955437541934e+02
1.007900000000000000e+04,1.316329136626559304e+01
1.008000000000000000e+04,-4.619941469857305378e+02
1.008100000000000000e+04,3.053721466914233815e+02
1.008200000000000000e+04,-2.305965617386112285e+02
1.008300000000000000e+04,3.590744432425439641e+02
1.008400000000000000e+04,-4.302605633759214356e+02
1.008500000000000000e+04,-1.155488220554619119e+02
1.008600000000000000e+04,-8.896006387867375054e+01
1.008700000000000000e+04,-4.882901898080418732e+02
1.008800000000000000e+04,-1.393503385471352658e+02
1.008900000000000000e+04,5.733880810852681265e+01
1.009000000000000000e+04,-1.903362427216642629e+02
1.009100000000000000e+04,-6.508092914824567643e+00
1.009200000000000000e+04,1.892910777470183348e+02
1.009300000000000000e+04,3.466036781856552693e+02
1.009400000000000000e+04,8.716273206485896026e+02
1.009500000000000000e+04,-1.470135373865384736e+02
1.009600000000000000e+04,4.434899377794297948e+02
1.009700000000000000e+04,-3.049843297443695178e+01
1.009800000000000000e+04,1.854634575344593657e+02
1.009900000000000000e+04,-1.199171715173280006e+02
1.010000000000000000e+04,4.357523800180729268e+01
1.010100000000000000e+04,5.831857155224438571e+01
1.010200000000000000e+04,-1.971524682983976220e+02
1.010300000000000000e+04,-7.047160678841220260e+01
1.010400000000000000e+04,-3.428460532886676901e+02
1.010500000000000000e+04,-2.923358987371700479e+01
1.010600000000000000e+04,4.952292929610359806e+01
1.010700000000000000e+04,-1.624614413791314149e+01
1.010800000000000000e+04,3.377506926160688039e+01
1.010900000000000000e+04,-6.888307748324135105e+01
1.011000000000000000e+04,2.586339949369685343e+01
1.011100000000000000e+04,-6.173142842716954419e+02
1.011200000000000000e+04,-1.859044130119489182e+02
1.011300000000000000e+04,3.237831061093863241e+02
1.011400000000000000e+04,-3.566219572212792599e+01
1.011500000000000000e+04,-7.335297711613835645e+02
1.011600000000000000e+04,-2.407385626473610500e+02
1.011700000000000000e+04,-3.819731466242488978e+02
1.011800000000000000e+04,7.531994462169502924e+01
1.011900000000000000e+04,3.661032645911782168e+01
1.012000000000000000e+04,-2.875627022502310481e+01
1.012100000000000000e+04,-4.811606279685880736e+02
1.012200000000000000e+04,4.088502304229886590e+02
1.012300000000000000e+04,-7.650217471991634284e+02
1.012400000000000000e+04,1.780726965163703994e+02
1.012500000000000000e+04,-7.649879385673273191e+00
1.012600000000000000e+04,1.347968462337592541e+02
1.012700000000000000e+04,-4.774585142128701705e+02
1.012800000000000000e+04,-2.487062530132359939e+02
1.012900000000000000e+04,-3.618846572238637123e+02
1.013000000000000000e+04,-1.875561174855418045e+01
1.013100000000000000e+04,7.795604374434674355e+00
1.013200000000000000e+04,-1.091059897253836368e+02
1.013300000000000000e+04,-6.307374524219429901e+01
1.013400000000000000e+04,5.918231837349156876e+02
1.013500000000000000e+04,2.596126336966277677e+02
1.013600000000000000e+04,-2.798658320087675406e+02
1.013700000000000000e+04,9.322535940051839987e+01
1.013800000000000000e+04,-4.272873154191352114e+02
1.013900000000000000e+04,8.438656633089810555e+01
1.014000000000000000e+04,-3.115446306441554043e+02
1.014100000000000000e+04,1.141926861256154169e+01
1.014200000000000000e+04,-2.978314684235852496e+02
1.014300000000000000e+04,-3.319289709686432275e+02
1.014400000000000000e+04,6.560132305257304779e+02
1.014500000000000000e+04,-4.766626813650536860e+02
1.014600000000000000e+04,3.611940451337746367e+02
1.014700000000000000e+04,-1.501852686119229077e+02
1.014800000000000000e+04,2.999467190243238406e+02
1.014900000000000000e+04,-1.917214321927078231e+02
1.015000000000000000e+04,1.519499951161201352e+02
1.015100000000000000e+04,-6.467275781576422844e+01
1.015200000000000000e+04,3.512448616306334657e+02
1.015300000000000000e+04,-3.706364457562725079e+02
1.015400000000000000e+04,3.492249817861110159e+02
1.015500000000000000e+04,2.735246096168013992e+02
1.015600000000000000e+04,7.831971843196873806e+02
1.015700000000000000e+04,-1.242378897357401257e+02
1.015800000000000000e+04,-1.552200443299082337e+02
1.015900000000000000e+04,-5.069556493864101867e+02
1.016000000000000000e+04,2.016932123856153680e+02
1.016100000000000000e+04,-4.151740571596362201e+02
1.016200000000000000e+04,-3.481651051695645833e+02
1.016300000000000000e+04,-2.019522410868096074e+02
1.016400000000000000e+04,-6.589504470533369158e+02
1.016500000000000000e+04,1.793464016817152356e+02
1.016600000000000000e+04,1.240692581616872303e+02
1.016700000000000000e+04,-2.091502535520176878e+02
1.016800000000000000e+04,2.137051347740057849e+02
1.016900000000000000e+04,-8.211721023808934206e+01
1.017000000000000000e+04,-9.711026989726856584e+01
1.017100000000000000e+04,1.242680057464804833e+02
1.017200000000000000e+04,5.028991565714287759e+01
1.017300000000000000e+04,5.387439592813368563e+02
1.017400000000000000e+04,6.300175345543368621e+02
1.017500000000000000e+04,2.172592778265442632e+02
